source_file,entity_type,raw_value,confidence,extraction_timestamp
W2_XL_input_noisy_2922.pdf,AllocatedTips,173239.4,0.9386395812034607,2026-05-25 19:30:00.386118
W2_XL_input_noisy_2922.pdf,ControlNumber,8265563,0.8712447881698608,2026-05-25 19:30:00.386190
W2_XL_input_noisy_2922.pdf,DependentCareBenefits,256,0.31138700246810913,2026-05-25 19:30:00.386217
W2_XL_input_noisy_2922.pdf,EIN,68-1949016,0.9598370790481567,2026-05-25 19:30:00.386242
W2_XL_input_noisy_2922.pdf,EmployeeAddress_City,East Lori,0.8294389247894287,2026-05-25 19:30:00.386267
W2_XL_input_noisy_2922.pdf,EmployeeAddress_State,NY,0.07948901504278183,2026-05-25 19:30:00.386291
W2_XL_input_noisy_2922.pdf,EmployeeAddress_StreetAddressOrPostalBox,6243 Avila Mission Apt. 653,0.7409178614616394,2026-05-25 19:30:00.386314
W2_XL_input_noisy_2922.pdf,EmployeeAddress_Zip,43845,0.8099135756492615,2026-05-25 19:30:00.386344
W2_XL_input_noisy_2922.pdf,EmployeeName_FirstName,Tiffany,0.9621387720108032,2026-05-25 19:30:00.386371
W2_XL_input_noisy_2922.pdf,EmployeeName_LastName,Ramirez,0.9586480259895325,2026-05-25 19:30:00.386397
W2_XL_input_noisy_2922.pdf,EmployerAddress_City,Bryanport,0.920983076095581,2026-05-25 19:30:00.386418
W2_XL_input_noisy_2922.pdf,EmployerAddress_State,VT,0.07293868809938431,2026-05-25 19:30:00.386444
W2_XL_input_noisy_2922.pdf,EmployerAddress_StreetAddressOrPostalBox,2395 Joshua Center Apt. 267,0.8255178928375244,2026-05-25 19:30:00.386470
W2_XL_input_noisy_2922.pdf,EmployerName,"Harmon, Wang and Rodriguez and Sons",0.9306581616401672,2026-05-25 19:30:00.386486
W2_XL_input_noisy_2922.pdf,EmployerStateIdNumber_Line1,080-93-510,0.845761775970459,2026-05-25 19:30:00.386502
W2_XL_input_noisy_2922.pdf,FederalIncomeTaxWithheld,39400.69,0.9354727268218994,2026-05-25 19:30:00.386517
W2_XL_input_noisy_2922.pdf,FormYear,2010,0.8841465711593628,2026-05-25 19:30:00.386532
W2_XL_input_noisy_2922.pdf,LocalIncomeTax_Line1,23384.05,0.8887540102005005,2026-05-25 19:30:00.386548
